Type Object,Operator Code,Category,Name NL,Name FR,Streetname NL,Streetname FR,HouseNumber,PostalCode,Longitude,Latitude,Accessibility
mailbox,BPST,PBUS,RB-2280-011,RB-2280-011,Lierse Steenweg,Lierse Steenweg,92,2288,4.7170240,51.1673850,0
mailbox,BPST,PBUS,RB-6460-006,RB-6460-006,Rue Principale,Rue Principale,34,6460,4.2386080,50.0693850,0
mailbox,BPST,PBUS,RB-9850-004,RB-9850-004,Poeseledorp,Poeseledorp,3,9850,3.5163300,51.0339280,0
mailbox,BPST,PBUS,RB-3000-030,RB-3000-030,Nieuwe Prinsstraat,Nieuwe Prinsstraat,1,3012,4.7302850,50.9335560,0
mailbox,BPST,PBUS,RB-5660-015,RB-5660-015,Chaussée De L'Europe,Chaussée De L'Europe,166,5660,4.4353540,49.9414690,0
mailbox,BPST,PBUS,RB-9830-002,RB-9830-002,Kortrijksesteenweg,Kortrijksesteenweg,101,9830,3.6409430,51.0118940,0
mailbox,BPST,PBUS,RB-7760-002,RB-7760-002,Rue Pont Ï L'Haye,Rue Pont Ï L'Haye,52,7760,3.4340030,50.7470810,0
mailbox,BPST,PBUS,RB-3700-034,RB-3700-034,Widooierplein,Widooierplein,8,3700,5.4058640,50.7720300,0
postalpoint,PSTN,BPPE,Houten onderwijsmateriaal,Houten onderwijsmateriaal,Sint-Martensommegangstraat,Sint-Martensommegangstraat,23b,9220,4.1504930,51.0652355,0
mailbox,BPST,PBUS,RB-1030-032,RB-1030-032,Van Droogenbroeckstraat,Rue Van Droogenbroeck,4/ET01,1030,4.3880640,50.8774570,0
mailbox,BPST,PBUS,RB-1060-015,RB-1060-015,Louis Moricharplein,Place Louis Morichar,30/2,1060,4.3491230,50.8269620,0
mailbox,BPST,PBUS,RB-4800-039,RB-4800-039,Rue Slar,Rue Slar,47,4801,5.8959800,50.5961470,0
mailbox,BPST,PBUS,RB-1180-034,RB-1180-034,Montjoielaan,Avenue Montjoie,95-97,1180,4.3645850,50.8100410,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,BILZERSTEENWEG,BILZERSTEENWEG,12,3730,5.4921178,50.8519687,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,RUE D'ARLON,RUE D'ARLON,46,6820,5.3211270,49.6956591,0
postalpoint,BPST,AUTO,BBOX-AUTOM DELHAIZE SCHOTEN,BBOX DISTRIB DELHAIZE SCHOTEN,Theofiel Van Cauwenberghslei,Theofiel Van Cauwenberghslei,90,2900,4.5060480,51.2521710,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,LANGSTRAAT,LANGSTRAAT,24,3650,5.7545444,51.0677376,0
postalpoint,GLS_,BPPE,Vanhoutte Optics,Vanhoutte Optics,STATIONSSTRAAT,STATIONSSTRAAT,29,8420,3.0340247,51.2709217,0
postalpoint,GLS_,BPPE,'T Zonnetje,'T Zonnetje,REDERSKAAI,REDERSKAAI,41 2,8380,3.2063098,51.3351499,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,HOOGBAAN,HOOGBAAN,126,3650,5.7354663,51.0517235,0
mailbox,BPST,PBUS,RB-9570-005,RB-9570-005,Nieuwstraat,Nieuwstraat,19,9570,3.8243580,50.8127860,0
mailbox,BPST,PBUS,RB-9940-025,RB-9940-025,Kluizendorpstraat,Kluizendorpstraat,80/101,9940,3.7327110,51.1551910,0
mailbox,BPST,PBUS,RB-2240-010,RB-2240-010,Liersebaan,Liersebaan,177,2240,4.6437240,51.2003810,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,RUE DE MARCHE,RUE DE MARCHE,21,6950,5.3408141,50.1315108,0
mailbox,BPST,PBUS,RB-8790-007,RB-8790-007,Bieststraat,Bieststraat,64,8790,3.4254000,50.8737900,0
mailbox,BPST,PBUS,RB-5680-022,RB-5680-022,Rue D'Aubrives,Rue D'Aubrives,16A,5680,4.7437330,50.1131130,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,RUE D'ARLON,RUE D'ARLON,59,6760,5.5396166,49.5697532,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,RUE DE LA CROIX LIMONT,RUE DE LA CROIX LIMONT,40,5590,5.1130992,50.3141733,0
postalpoint,GLS_,BPPE,Droulez,Droulez,RUE DU CENTRE,RUE DU CENTRE,22,7730,3.2741930,50.6887199,0
postalpoint,GLS_,BPPE,Librairie Presse Papier Ciseaux,Librairie Presse Papier Ciseaux,AVENUE DES COMBATTANTS,AVENUE DES COMBATTANTS,10,5000,4.8564352,50.4683797,0
postalpoint,PSTN,BPPE,HUIS DEBOUVERIE,HUIS DEBOUVERIE,Wielsbekestraat,Wielsbekestraat,1A,8780,3.3358200,50.9205000,0
mailbox,BPST,PBUS,RB-2860-012,RB-2860-012,Rue Alphonse Briart,Rue Alphonse Briart,125,7160,4.2873880,50.4733020,0
mailbox,BPST,PBUS,RB-7050-002,RB-7050-002,Rue Rouge Ï Triaux,Rue Rouge Ï Triaux,6,7050,3.9064330,50.5086400,0
mailbox,BPST,PBUS,RB-4430-002,RB-4430-002,Rue Walthère Jamar,Rue Walthère Jamar,139,4430,5.5404400,50.6523750,0
mailbox,BPST,PBUS,RB-9120-011,RB-9120-011,Azalealaan,Azalealaan,30/32,9120,4.2596780,51.2245350,0
mailbox,BPST,PBUS,RB-7800-014,RB-7800-014,Chaussée De Valenciennes,Chaussée De Valenciennes,233,7801,3.7547930,50.6142400,0
mailbox,BPST,PBUS,RB-2960-003,RB-2960-003,Ringlaan,Ringlaan,1A,2960,4.6341220,51.3522210,0
mailbox,BPST,PBUS,RB-4790-006,RB-4790-006,Talweg Burg-Reuland,Talweg Burg-Reuland,48,4790,6.1316430,50.1944390,0
mailbox,BPST,PBUS,RB-8900-015,RB-8900-015,Grote Markt Koning Albert I,Grote Markt Koning Albert I,39/GLVA,8900,2.8860570,50.8507730,0
mailbox,BPST,PBUS,RB-9420-005,RB-9420-005,Gentsesteenweg,Gentsesteenweg,475,9420,3.9475550,50.9479140,0
mailbox,BPST,PBUS,RB-1000-170,RB-1000-170,Havenlaan,Avenue Du Port,108-110,1000,4.3529290,50.8685990,0
mailbox,BPST,PBUS,RB-1420-025,RB-1420-025,Chaussée D'Ophain,Chaussée D'Ophain,65,1420,4.3666240,50.6792740,0
mailbox,BPST,PBUS,RB-2490-005,RB-2490-005,Olmensebaan,Olmensebaan,14/1,2490,5.1376250,51.1726750,0
mailbox,BPST,PBUS,RB-7780-013,RB-7780-013,Steenweg Op Rijsel,Chaussée De Lille,55,7784,2.9356410,50.7449230,0
mailbox,BPST,PBUS,RB-4780-012,RB-4780-012,John-Cockerill-Strasse,John-Cockerill-Strasse,4,4780,6.0982590,50.2842010,0
mailbox,BPST,PBUS,RB-5080-002,RB-5080-002,Rue De Liesse,Rue De Liesse,29,5080,4.7916720,50.5046760,0
postalpoint,BPST,AUTO,BBOX-AUTOM UNIKMARKET,BBOX DISTRIB UNIKMARKET,Josaphatstraat,Rue Josaphat,68-70,1030,4.3735160,50.8573230,0
postalpoint,DHLE,BPPE,Dilaprint,Dilaprint,Rogierlaan,Rue Rogier,237,1030,4.3705600,50.8610400,-1
postalpoint,DHLE,BPPE,De Tussentijd,De Tussentijd,Diestsestraat,Diestsestraat,202,3000,4.7120600,50.8818300,-1
mailbox,BPST,PBUS,RB-6140-005,RB-6140-005,Rue Grand Mouligneau,Rue Grand Mouligneau,113,6141,4.3127060,50.4334630,0
postalpoint,DHLE,BPPE,Librairie Plasky,Librairie Plasky,Eugène Plaskylaan,Avenue Eugène Plasky,87,1030,4.3964800,50.8504300,-1
mailbox,BPST,PBUS,RB-7390-005,RB-7390-005,Rue De La Fonderie,Rue De La Fonderie,220,7390,3.8783780,50.4358730,0
postalpoint,DHLE,BPPE,Panier BXL,Panier BXL,Josaphatstraat,Rue Josaphat,62,1030,4.3734600,50.8575400,-1
postalpoint,DHLE,BPPE,La Librairie Jamioulx Loisirs,La Librairie Jamioulx Loisirs,Place Communale,Place Communale,2,6120,4.4117300,50.3529000,-1
postalpoint,DHLE,BPPE,Librairie Wavre,Librairie Wavre,Waversesteenweg,Chaussee de Wavre,263,1050,4.3778100,50.8361500,-1
postalpoint,DHLE,BPPE,Marf,Marf,Kolenmarkt,Rue du Marché au Charbon,1,1000,4.3509700,50.8470500,-1
postalpoint,DHLE,BPPE,So Me Brussels,So Me Brussels,Gulden-Vlieslaan,Avenue de la Toison d'Or,49b,1050,4.3564400,50.8361400,-1
postalpoint,DHLE,BPPE,Librairie De Petit-Rechain,Librairie De Petit-Rechain,Chaussee de la Seignerie,Chaussee de la Seignerie,175,4800,5.8436000,50.6133300,-1
postalpoint,DHLE,BPPE,HS Dagwinkel,HS Dagwinkel,Sint-Willibrodusplein,Sint-Willibrodusplein,26,3550,5.2806900,51.0330500,-1
postalpoint,DHLE,BPPE,Het Knopke,Het Knopke,Kloosterstraat,Kloosterstraat,11,2180,4.4189200,51.2800100,-1
postalpoint,DHLE,BPPE,BB Box,BB Box,Biest,Biest,4,2960,4.6421600,51.3510800,-1
postalpoint,DHLE,BPPE,Zuiver op de Graat,Zuiver op de Graat,Henri Pirennelaan,Henri Pirennelaan,2a,9050,3.7587100,51.0354900,-1
postalpoint,DHLE,BPPE,Credobuild,Credobuild,Peerderbaan,Peerderbaan,110,3940,5.3872800,51.1267800,-1
postalpoint,DHLE,BPPE,Pepe Rosso,Pepe Rosso,Mechelsesteenweg,Mechelsesteenweg,66,2550,4.4460700,51.1327400,-1
postalpoint,DHLE,BPPE,Shopgo,Shopgo,Baron De Maerelaan,Baron De Maerelaan,30,8380,3.1836800,51.3285700,-1
postalpoint,PSTN,BPPE,HUIS KATHY,HUIS KATHY,Moeskroenstraat,Moeskroenstraat,,8930,3.1721700,50.7749710,0
mailbox,BPST,PBUS,RB-5000-133,RB-5000-133,Rue Des Flawnées,Rue Des Flawnées,30,5100,4.9281130,50.4122360,0
mailbox,BPST,PBUS,RB-3200-004,RB-3200-004,Amerstraat,Amerstraat,19,3200,4.8361460,50.9863090,0
mailbox,BPST,PBUS,RB-8400-076,RB-8400-076,Zandvoordestraat,Zandvoordestraat,38/0001,8400,2.9368260,51.2165180,0
mailbox,BPST,PBUS,RB-1650-008,RB-1650-008,Frans Walravensstraat,Frans Walravensstraat,2,1651,4.2718050,50.7699230,0
mailbox,BPST,PBUS,RB-6990-013,RB-6990-013,Rue Du Centre,Rue Du Centre,12,6990,5.4152520,50.2417190,0
mailbox,BPST,PBUS,RB-2880-018,RB-2880-018,Boomstraat,Boomstraat,100,2880,4.2329550,51.0965190,0
mailbox,BPST,PBUS,RB-1050-027,RB-1050-027,Waterloose Steenweg,Chaussée De Waterloo,412,1050,4.3547740,50.8224060,0
mailbox,BPST,PBUS,RB-9800-013,RB-9800-013,Karel Picquélaan,Karel Picquélaan,49,9800,3.5360960,50.9862710,0
mailbox,BPST,PBUS,RB-8790-019,RB-8790-019,Deerlijkseweg,Deerlijkseweg,193,8790,3.3982260,50.8668560,0
mailbox,BPST,PBUS,RB-6717-004,RB-6717-004,Voie De La Liberté,Voie De La Liberté,105,6717,5.7847720,49.7517830,0
postalpoint,PSTN,BPPE,Huis Philip Van Puyvelde - De Wilde,Huis Philip Van Puyvelde - De Wilde,Drapstraat,Drapstraat,25A,9220,4.1436280,51.0969890,0
mailbox,BPST,PBUS,RB-3400-023,RB-3400-023,Kraanbeekstraat,Kraanbeekstraat,1,3400,4.9954480,50.7715740,0
mailbox,BPST,PBUS,RB-5570-005,RB-5570-005,Rue De Rochefort,Rue De Rochefort,327,5570,4.9858680,50.1224730,0
mailbox,BPST,PBUS,RB-1180-007,RB-1180-007,Achille Reisdorfflaan,Avenue Achille Reisdorff,47,1180,4.3247360,50.7931260,0
mailbox,BPST,PBUS,RB-1000-085,RB-1000-085,Duquesnoystraat,Rue Duquesnoy,35,1000,4.3537130,50.8449020,0
mailbox,BPST,PBUS,RB-8670-003,RB-8670-003,Vredestraat,Vredestraat,16,8670,2.6416420,51.1232380,0
postalpoint,GLS_,BPPE,Kleermaker,Kleermaker,BAZELSTRAAT,BAZELSTRAAT,67,9150,4.3105769,51.1678506,0
postalpoint,GLS_,BPPE,Winandy Print,Winandy Print,AVENUE DE LA SALM,AVENUE DE LA SALM,26,4980,5.8717515,50.3704940,0
postalpoint,GLS_,BPPE,Coiffeur Laurent,Coiffeur Laurent,RUE GREGOIRE WINCQZ,RUE GREGOIRE WINCQZ,232,7060,4.0776835,50.5717836,0
postalpoint,GLS_,BPPE,Librairie Oli,Librairie Oli,CHAUSSEE DE LOUVAIN,CHAUSSEE DE LOUVAIN,266,1000,4.3814507,50.8507204,0
postalpoint,GLS_,BPPE,Librairie Nezzo,Librairie Nezzo,AVENUE CHAZAL,AVENUE CHAZAL,93,1030,4.3883267,50.8530849,0
postalpoint,GLS_,BPPE,Craftland,Craftland,RUE SAINT-JEAN,RUE SAINT-JEAN,162,1480,4.2333839,50.6905019,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,DRIESSTRAAT,DRIESSTRAAT,96,9050,3.7464570,51.0384849,0
postalpoint,DHLE,BPPE,Swets & Gifts By Julie,Swets & Gifts By Julie,Eindeken,Eindeken,17b1,9940,3.7089500,51.1077900,-1
mailbox,BPST,PBUS,RB-8520-007,RB-8520-007,Gasthuisstraat,Gasthuisstraat,13,8520,3.2841570,50.8510400,0
postalpoint,DHLE,BPPE,Dagwinkel Molenbeersel,Dagwinkel Molenbeersel,Weertersteenweg,Weertersteenweg,384,3640,5.7367200,51.1712700,-1
postalpoint,GLS_,BPPE,Pick'n GO,Pick'n GO,CHAUSSEE DU ROEULX,CHAUSSEE DU ROEULX,368 C,7062,4.0924257,50.5461011,0
postalpoint,GLS_,BPPE,Delic Ath's,Delic Ath's,RUE DU COLLEGE,RUE DU COLLEGE,10,7800,3.7770036,50.6290189,0
postalpoint,GLS_,BPPE,'t Gazetje,'t Gazetje,KETENSTRAAT,KETENSTRAAT,12,8890,3.0940799,50.8505093,0
mailbox,BPST,PBUS,RB-4040-015,RB-4040-015,Rue Sous La Ville,Rue Sous La Ville,30,4041,5.5950090,50.6731640,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,DRONGENSTRAAT,DRONGENSTRAAT,21,9160,3.9075149,51.1010761,0
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,OEVERSTRAAT,OEVERSTRAAT,2,9160,4.0193940,51.0922467,0
postalpoint,GLS_,BPPE,Deleye,Deleye,IEPERSTRAAT,IEPERSTRAAT,1,8930,3.1193217,50.7965964,0
mailbox,BPST,PBUS,RB-3600-040,RB-3600-040,Eikelaarstraat,Eikelaarstraat,4,3600,5.4799270,50.9238770,0
mailbox,BPST,PBUS,RB-1000-021,RB-1000-021,Leysstraat,Rue Leys,43,1000,4.3956750,50.8432590,0
mailbox,BPST,PBUS,RB-1495-004,RB-1495-004,Rue De Priesmont,Rue De Priesmont,11,1495,4.5356920,50.5466110,0
mailbox,BPST,PBUS,RB-4700-003,RB-4700-003,Buschbergerweg,Buschbergerweg,2,4701,6.0415380,50.6448220,0
mailbox,BPST,PBUS,RB-4650-012,RB-4650-012,Route De Bolland,Route De Bolland,4,4650,5.7927550,50.6440140,0
mailbox,BPST,PBUS,RB-1495-016,RB-1495-016,Rue De Marbais,Rue De Marbais,37,1495,4.5343040,50.5726120,0
mailbox,BPST,PBUS,RB-2200-007,RB-2200-007,Herenthoutseweg,Herenthoutseweg,71,2200,4.8326810,51.1720370,0
mailbox,BPST,PBUS,RB-9800-033,RB-9800-033,Gaversesteenweg,Gaversesteenweg,50,9800,3.5357000,50.9756870,0
mailbox,BPST,PBUS,RB-6110-002,RB-6110-002,Rue De Gozée,Rue De Gozée,400,6110,4.3735460,50.3780210,0
postalpoint,PSTN,BPPE,Huize Winny,Huize Winny,Kerkstraat,Kerkstraat,,9255,4.2017770,51.0166870,0
mailbox,BPST,PBUS,RB-3980-007,RB-3980-007,Turnhoutsebaan,Turnhoutsebaan,12,3980,4.9987200,51.0539250,0
mailbox,BPST,PBUS,RB-7070-011,RB-7070-011,Rue Du Manoir Saint-Jean,Rue Du Manoir Saint-Jean,14,7070,4.0984100,50.4693930,0
mailbox,BPST,PBUS,RB-2320-011,RB-2320-011,Liersesteenweg,Liersesteenweg,21,2560,4.6241560,51.1392440,0
mailbox,BPST,PBUS,RB-4650-006,RB-4650-006,Xhéneumont,Xhéneumont,7,4651,5.8148790,50.6374440,0
mailbox,BPST,PBUS,RB-9470-020,RB-9470-020,Steenweg,Steenweg,732,9472,4.0575250,50.8711930,0
mailbox,BPST,PBUS,RB-8970-001,RB-8970-001,Watouseweg,Watouseweg,54,8978,2.6668840,50.8596550,0
mailbox,BPST,PBUS,RB-7190-013,RB-7190-013,Place Des Martyrs,Place Des Martyrs,9,7191,4.1797540,50.5708260,0
postalpoint,DHLE,BPPE,Dockx Mechelen,Dockx Mechelen,Zandvoortstraat,Zandvoortstraat,21,2800,4.4438900,51.0535300,-1
postalpoint,DHLE,BPPE,Q8 Bornem,Q8 Bornem,Lodderstraat,Lodderstraat,2,2880,4.2733100,51.0864800,-1
mailbox,BPST,PBUS,RB-2910-010,RB-2910-010,Spoorwegstraat,Spoorwegstraat,2,2910,4.4515390,51.4626920,0
postalpoint,DHLE,BPPE,Ray Librairie,Ray Librairie,De Hene,De Hene,3,1780,4.3182500,50.9020500,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Fruithof,Pick Ship Drop & Go Fruithof,Fruithoflaan,Fruithoflaan,83a,2600,4.4385600,51.1826500,-1
postalpoint,DHLE,BPPE,Q8 Shop & Go Delhaize,Q8 Shop & Go Delhaize,Schijnpoortweg,Schijnpoortweg,18-20,2060,4.4394700,51.2272500,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Ruggeveld,Pick Ship Drop & Go Ruggeveld,Ruggeveldlaan,Ruggeveldlaan,514a,2100,4.4809300,51.2201300,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Sint-Jans,Pick Ship Drop & Go Sint-Jans,Sint-Gummarusstraat,Sint-Gummarusstraat,36,2060,4.4207300,51.2246900,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Luchtbal,Pick Ship Drop & Go Luchtbal,Canadalaan,Canadalaan,256/1,2030,4.4218900,51.2566900,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Zurenborg,Pick Ship Drop & Go Zurenborg,Rolwagenstraat,Rolwagenstraat,44,2018,4.4262000,51.2094100,-1
postalpoint,DHLE,BPPE,Dagbladhandel Rehan,Dagbladhandel Rehan,Vosstraat,Vosstraat,334,2600,4.4492100,51.1907800,-1
postalpoint,DHLE,BPPE,Max Post,Max Post,Blaesstraat,Rue Blaes,45,1000,4.3496500,50.8404000,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Dascotte,Pick Ship Drop & Go Dascotte,Dascottelei,Dascottelei,1a,2100,4.4641400,51.2028800,-1
postalpoint,DHLE,BPPE,Phone Shop Dailly,Phone Shop Dailly,Daillylaan,Avenue Dailly,257,1030,4.3870000,50.8529000,-1
postalpoint,DHLE,BPPE,Mini Market HSP,Mini Market HSP,Grand Place,Grand Place,24,7100,4.2013100,50.4617200,-1
postalpoint,DHLE,BPPE,Pick Ship Drop & Go Luitenant,Pick Ship Drop & Go Luitenant,Luitenant Lippenslaan,Luitenant Lippenslaan,46,2140,4.4479200,51.2091600,-1
postalpoint,DHLE,BPPE,Promobile,Promobile,Boomstraat,Boomstraat,65,2880,4.2333400,51.0968700,-1
postalpoint,DHLE,BPPE,APM Clean,APM Clean,Koninklijke Baan,Koninklijke Baan,160,8670,2.6331500,51.1200000,-1
mailbox,BPST,PBUS,RB-2800-017,RB-2800-017,Gentsesteenweg,Gentsesteenweg,53,2800,4.4402950,51.0403020,0
mailbox,BPST,PBUS,RB-4650-011,RB-4650-011,Rue De José,Rue De José,71,4651,5.7717310,50.6298390,0
mailbox,BPST,PBUS,RB-4257-003,RB-4257-003,Rue Des Temples,Rue Des Temples,2,4257,5.2082380,50.7054970,0
mailbox,BPST,PBUS,RB-7850-010,RB-7850-010,Dorpsstraat,Rue Du Village,2,7850,4.0170660,50.6880900,0
mailbox,BPST,PBUS,RB-2390-005,RB-2390-005,Merksplassebaan,Merksplassebaan,5,2390,4.7376610,51.3061710,0
mailbox,BPST,PBUS,RB-3110-008,RB-3110-008,Zallakenstraat,Zallakenstraat,3,3110,4.7674280,50.9735950,0
mailbox,BPST,PBUS,RB-1730-033,RB-1730-033,François Jacobslaan,François Jacobslaan,2,1731,4.2899580,50.8759120,0
mailbox,BPST,PBUS,RB-8480-011,RB-8480-011,Zuidstraat,Zuidstraat,107,8480,3.0384030,51.1071210,0
mailbox,BPST,PBUS,RB-8000-078,RB-8000-078,Hogeweg,Hogeweg,47,8200,3.2019130,51.2046610,0
mailbox,BPST,PBUS,RB-5030-011,RB-5030-011,Rue Du Village,Rue Du Village,2,5030,4.7257150,50.5820730,0
postalpoint,PSTN,BPPE,Hulst Buurtwinkel,Hulst Buurtwinkel,Eikelplein,Eikelplein,,3980,5.1265680,51.0690560,0
postalpoint,PSTN,BPPE,Hunter Xpress,Hunter Xpress,Rue Jean-Lambert Defrêne,Rue Jean-Lambert Defrêne,,4340,5.4683505,50.6764840,0
mailbox,BPST,PBUS,RB-1082-015,RB-1082-015,Keizer Karellaan,Avenue Charles Quint,560,1082,4.2924410,50.8719220,0
mailbox,BPST,PBUS,RB-5580-012,RB-5580-012,Rue Des Chasseurs Ardennais,Rue Des Chasseurs Ardennais,34,5580,5.1876650,50.1334150,0
mailbox,BPST,PBUS,RB-4000-115,RB-4000-115,Boulevard D'Avroy,Boulevard D'Avroy,288,4000,5.5683060,50.6303830,0
mailbox,BPST,PBUS,RB-6747-008,RB-6747-008,Rue D'Udange,Rue D'Udange,2,6747,5.7203790,49.6166040,0
mailbox,BPST,PBUS,RB-4970-014,RB-4970-014,Rue Du Centre,Rue Du Centre,63,4970,5.9509940,50.4537820,0
postalpoint,PSTN,BPPE,Huyze Audenaert,Huyze Audenaert,Kalkendorp,Kalkendorp,,9270,3.9189140,51.0379960,0
mailbox,BPST,PBUS,RB-6690-007,RB-6690-007,Commanster,Commanster,12,6690,6.0008040,50.2532980,0
postalpoint,BPST,AUTO,BBOX-AUTOM FIT-LAB GISTEL,BBOX DISTRIB FIT-LAB GISTEL,Oostendse Baan,Oostendse Baan,74,8470,2.9483780,51.1531680,0
postalpoint,BPST,BPPE,AU PANIER DE VICTOR NATOYE,AU PANIER DE VICTOR NATOYE,Rue Belle Vue,Rue Belle Vue,21,5360,5.0542700,50.3393440,0
mailbox,BPST,PBUS,RB-2000-075,RB-2000-075,Uitbreidingstraat,Uitbreidingstraat,42-46,2600,4.4139980,51.1930480,0
postalpoint,BPST,AUTO,BBOX-AUTOM CARREFOUR MARKET KORTRIJK,BBOX DISTRIB CARREFOUR MARKET KORTRIJK,Burgemeester Vercruysselaan,Burgemeester Vercruysselaan,22,8500,3.2645310,50.8363990,0
postalpoint,BPST,AUTO,BBOX-AUTOM SPAR OPITTER,BBOX DISTRIB SPAR OPITTER,Maaseikerbaan,Maaseikerbaan,1,3960,5.6487540,51.1170500,0
postalpoint,BPST,AUTO,BBOX-AUTOM SPAR LIER,BBOX DISTRIB SPAR LIER,Eeuwfeestlaan,Eeuwfeestlaan,74,2500,4.5610470,51.1384960,0
mailbox,BPST,PBUS,RB-9000-008,RB-9000-008,Tuinwijk De Warande,Tuinwijk De Warande,48,9050,3.7692460,51.0444640,0
postalpoint,BPST,AUTO,BBOX-AUTOM SPAR WIEKEVORST,BBOX DISTRIB SPAR WIEKEVORST,Lindestraat,Lindestraat,5,2222,4.7853980,51.1059040,0
mailbox,BPST,PBUS,RB-1800-012,RB-1800-012,Jan Frans Willemsstraat,Jan Frans Willemsstraat,44,1800,4.4296450,50.9358330,0
postalpoint,BPST,BPPE,HUIZE WINNY,HUIZE WINNY,Kerkstraat,Kerkstraat,24,9255,4.2019530,51.0168800,0
postalpoint,BPST,AUTO,BBOX-AUTOM BELLEFLEUR CHARLE,BBOX DISTRIB BELLEFLEUR CH,Route De Philippeville,Route De Philippeville,303,6010,4.4650750,50.3870390,0
postalpoint,PSTN,BPPE,Hydrid,Hydrid,Leuvensesteenweg,Leuvensesteenweg,,3200,4.8255690,50.9818370,0
postalpoint,BPST,AUTO,BBOX-AUTOM MÏDIACITÏ PKG-1,BBOX DISTRIB. MÏDIACITÏ PKG-1,Rue Grétry,Rue Grétry,99,4020,5.5797550,50.6323870,0
postalpoint,PSTN,BPPE,I.S.1,I.S.1,Hauptstrasse,Hauptstrasse,,4760,6.2569580,50.4069520,0
postalpoint,PSTN,BPPE,IDEAL Home De Panne,IDEAL Home De Panne,Kasteelstraat,Kasteelstraat,,8660,2.5914780,51.0970900,0
postalpoint,DHLE,BPPE,Librairie Ecole Des Loisirs,Librairie Ecole Des Loisirs,Marie Christinestraat,Rue Marie Christine,11,1020,4.3534210,50.8757650,1
mailbox,BPST,PBUS,RB-6210-002,RB-6210-002,Rue Des Français,Rue Des Français,1,6210,4.4527060,50.5442270,0
mailbox,BPST,PBUS,RB-3830-004,RB-3830-004,Dorpsstraat,Dorpsstraat,27,3830,5.3343200,50.8408280,0
mailbox,BPST,PBUS,RB-8500-023,RB-8500-023,Liebaardstraat,Liebaardstraat,93,8792,3.3534640,50.8837340,0
postalpoint,PSTN,BPPE,Ikhlas Supermarkt,Ikhlas Supermarkt,Brusselsesteenweg,Brusselsesteenweg,,9050,3.7431982,51.0406223,0
mailbox,BPST,PBUS,RB-1000-058,RB-1000-058,Ieperlaan,Boulevard D'Ypres,68/11,1000,4.3465150,50.8572620,0
mailbox,BPST,PBUS,RB-1140-013,RB-1140-013,Impressionnismelaan,Avenue De L'Impressionnisme,1,1140,4.4083710,50.8744930,0
mailbox,BPST,PBUS,RB-3990-008,RB-3990-008,Erpekommerweg,Erpekommerweg,33,3990,5.4941800,51.1210460,0
mailbox,BPST,PBUS,RB-3530-004,RB-3530-004,Gildenplein,Gildenplein,1,3530,5.3961920,51.0289460,0
mailbox,BPST,PBUS,RB-9910-004,RB-9910-004,Grote Kapellestraat,Grote Kapellestraat,9,9910,3.4282970,51.1308190,0
mailbox,BPST,PBUS,RB-1850-027,RB-1850-027,Oude Mechelsestraat,Oude Mechelsestraat,120,1853,4.3490090,50.9117300,0
mailbox,BPST,PBUS,RB-1140-003,RB-1140-003,Picardiestraat,Rue Picardie,90,1140,4.3951310,50.8785450,0
postalpoint,PSTN,BPPE,iLab - repair studio,iLab - repair studio,L. Lambrechtsstraat,L. Lambrechtsstraat,,3730,5.4894175,50.8500236,0
mailbox,BPST,PBUS,RB-9270-001,RB-9270-001,Kalkendorp,Kalkendorp,6,9270,3.9180140,51.0365680,0
mailbox,BPST,PBUS,RB-4630-013,RB-4630-013,Rue Campagne,Rue Campagne,96,4633,5.7250540,50.6364850,0
mailbox,BPST,PBUS,RB-6767-002,RB-6767-002,Rue D'Harchies,Rue D'Harchies,16,7973,3.7094940,50.4975090,0
mailbox,BPST,PBUS,RB-9000-074,RB-9000-074,Vierhekkensstraat,Vierhekkensstraat,9-9E,9031,3.6631480,51.0507930,0
mailbox,BPST,PBUS,RB-1030-034,RB-1030-034,Richard Vandeveldestraat,Rue Richard Vandevelde,2A,1030,4.3874800,50.8736000,0
